seed,family,noise,method,budget,rmse,mae,decision_agreement,missed_exceedance,mean_std,q95_std,label_change,critical_q95_std,confidence_q05,ambiguous_90,gate_fired,gate_budget,gate_success,exceedance_fraction,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
0,mixed,0.008,uncertainty_only,100,0.007396738579880903,0.005869046011950773,0.9712,0.4,0.013804423940147309,0.018613044555696425,0.0,0.01916614788580261,0.6399695356463895,0.296,False,,,0.032,12,8,10,595,0.032,0.6,0.5454545454545454,0.01652892561983471,0.7917355371900827
0,mixed,0.008,evidence_gated,100,0.008579038895690193,0.006829089029766715,0.9776,0.15,0.015475811479754865,0.023431311834400854,0.0064,0.02365734868100685,0.6693723181392223,0.4688,False,,,0.032,17,3,11,594,0.032,0.85,0.6071428571428571,0.01818181818181818,0.9159090909090909
0,mixed,0.008,two_sided_straddle,100,0.008541278585561154,0.006785652646742679,0.9808,0.15,0.015646119380103834,0.02319878913220041,0.0032,0.023406979374639224,0.6415583232704081,0.4816,False,,,0.032,17,3,9,596,0.032,0.85,0.6538461538461539,0.01487603305785124,0.9175619834710744
0,mixed,0.008,randomized_straddle,100,0.010039132764928566,0.007774709895534824,0.9792,0.15,0.016239246722727318,0.024076567652248596,0.008,0.024162417886894334,0.7217093565105968,0.472,False,,,0.032,17,3,10,595,0.032,0.85,0.6296296296296297,0.01652892561983471,0.9167355371900827
0,mixed,0.008,posterior_risk,100,0.01107985707568626,0.00875892843198187,0.9776,0.25,0.018687067232618464,0.02977837426873618,0.0016,0.03006745975023709,0.7269983413848429,0.6288,False,,,0.032,15,5,9,596,0.032,0.75,0.625,0.01487603305785124,0.8675619834710744
0,mixed,0.008,evidence_no_geometry,100,0.009347286858995649,0.007462678314722154,0.9776,0.2,0.01561220193241138,0.023428078623505426,0.0032,0.023533310498822572,0.6889989643070366,0.4592,False,,,0.032,16,4,10,595,0.032,0.8,0.6153846153846154,0.01652892561983471,0.8917355371900827
0,mixed,0.008,risk_geometry,100,0.009703927438636085,0.007633916963612683,0.9808,0.15,0.018421683997013025,0.029619267771592905,0.0032,0.02990006843620429,0.7269144908064094,0.656,False,,,0.032,17,3,9,596,0.032,0.85,0.6538461538461539,0.01487603305785124,0.9175619834710744
1,smooth,0.003,space_filling,100,0.002649602823253251,0.002057287349962032,0.9872,0.03225806451612903,0.01231852251626454,0.02012113945358173,0.0016,0.020352968280038367,0.6704866800919864,0.2992,False,,,0.0496,30,1,7,587,0.0496,0.967741935483871,0.8108108108108109,0.011784511784511785,0.9779787118496797
1,smooth,0.003,geometry_only,100,0.0031304160878330278,0.0025084096117465827,0.9888,0.0,0.014721904231214031,0.027376806729892324,0.0,0.028632889284967822,0.610494450486103,0.4464,False,,,0.0496,31,0,7,587,0.0496,1.0,0.8157894736842105,0.011784511784511785,0.9941077441077442
1,smooth,0.003,uncertainty_only,100,0.0027493842208918223,0.002223011969474559,0.9856,0.03225806451612903,0.012189987017117633,0.018751104486226047,0.0016,0.01914132860305357,0.6951836721716602,0.2672,False,,,0.0496,30,1,8,586,0.0496,0.967741935483871,0.7894736842105263,0.013468013468013467,0.9771369610079288
